,ID,x,auc,funcId,kind,fid,iid,dim
43,RCobyla,4000,0.674492107843137,49.0,Affine,49,0,2
44,RCobyla,10000,0.808468921568627,49.0,Affine,49,0,5
43,DiagonalCMA,4000,0.430713431372549,4.0,Affine,4,0,2
44,DiagonalCMA,10000,0.863682,4.0,Affine,4,0,5
43,DifferentialEvolution,4000,0.482442794117647,4.0,Affine,4,0,2
44,DifferentialEvolution,10000,0.309682078431373,4.0,Affine,4,0,5
43,modcma,4002,0.88338374930182,4.0,Affine,4,0,2
44,modcma,10000,0.890796490196078,4.0,Affine,4,0,5
43,modde,4000,0.596453676470588,4.0,Affine,4,0,2
44,modde,10000,0.458961803921569,4.0,Affine,4,0,5
43,RCobyla,4000,0.194067745098039,4.0,Affine,4,0,2
44,RCobyla,10000,0.154183980392157,4.0,Affine,4,0,5
43,DiagonalCMA,4000,0.661828970588235,500.0,Affine,500,0,2
44,DiagonalCMA,10000,0.228390470588235,500.0,Affine,500,0,5
43,DifferentialEvolution,4000,0.531719950980392,500.0,Affine,500,0,2
44,DifferentialEvolution,10000,0.285363490196078,500.0,Affine,500,0,5
43,modcma,4002,0.880480838012366,500.0,Affine,500,0,2
44,modcma,10000,0.448976666666667,500.0,Affine,500,0,5
43,modde,4000,0.609285833333333,500.0,Affine,500,0,2
44,modde,10000,0.318238450980392,500.0,Affine,500,0,5
43,RCobyla,4000,0.341532254901961,500.0,Affine,500,0,2
44,RCobyla,10000,0.214583490196078,500.0,Affine,500,0,5
43,DiagonalCMA,4000,0.411893333333333,501.0,Affine,501,0,2
44,DiagonalCMA,10000,0.266806980392157,501.0,Affine,501,0,5
43,DifferentialEvolution,4000,0.335115392156863,501.0,Affine,501,0,2
44,DifferentialEvolution,10000,0.236795666666667,501.0,Affine,501,0,5
43,modcma,4002,0.372040009407061,501.0,Affine,501,0,2
44,modcma,10000,0.270546117647059,501.0,Affine,501,0,5
43,modde,4000,0.364688088235294,501.0,Affine,501,0,2
44,modde,10000,0.24252931372549,501.0,Affine,501,0,5
43,RCobyla,4000,0.25421112745098,501.0,Affine,501,0,2
44,RCobyla,10000,0.226997,501.0,Affine,501,0,5
43,DiagonalCMA,4000,0.919333137254902,502.0,Affine,502,0,2
44,DiagonalCMA,10000,0.938539862745098,502.0,Affine,502,0,5
43,DifferentialEvolution,4000,0.61577862745098,502.0,Affine,502,0,2
44,DifferentialEvolution,10000,0.405535509803922,502.0,Affine,502,0,5
43,modcma,4002,0.950295636495478,502.0,Affine,502,0,2
44,modcma,10000,0.945537254901961,502.0,Affine,502,0,5
43,modde,4000,0.699845490196078,502.0,Affine,502,0,2
44,modde,10000,0.568733921568627,502.0,Affine,502,0,5
43,RCobyla,4000,0.414505539215686,502.0,Affine,502,0,2
44,RCobyla,10000,0.189521921568627,502.0,Affine,502,0,5
43,DiagonalCMA,4000,0.75933,503.0,Affine,503,0,2
44,DiagonalCMA,10000,0.812140078431372,503.0,Affine,503,0,5
43,DifferentialEvolution,4000,0.675252205882353,503.0,Affine,503,0,2
44,DifferentialEvolution,10000,0.501452960784314,503.0,Affine,503,0,5
43,modcma,4002,0.582835396027476,503.0,Affine,503,0,2
44,modcma,10000,0.50233068627451,503.0,Affine,503,0,5
43,modde,4000,0.764578725490196,503.0,Affine,503,0,2
44,modde,10000,0.636820764705882,503.0,Affine,503,0,5
43,RCobyla,4000,0.483810588235294,503.0,Affine,503,0,2
44,RCobyla,10000,0.346579333333333,503.0,Affine,503,0,5
43,DiagonalCMA,4000,0.67920137254902,504.0,Affine,504,0,2
44,DiagonalCMA,10000,0.305975862745098,504.0,Affine,504,0,5
43,DifferentialEvolution,4000,0.775002647058823,504.0,Affine,504,0,2
44,DifferentialEvolution,10000,0.331764137254902,504.0,Affine,504,0,5
43,modcma,4002,0.839425777307425,504.0,Affine,504,0,2
44,modcma,10000,0.43925031372549,504.0,Affine,504,0,5
43,modde,4000,0.810334362745098,504.0,Affine,504,0,2
44,modde,10000,0.53648531372549,504.0,Affine,504,0,5
43,RCobyla,4000,0.233027990196078,504.0,Affine,504,0,2
44,RCobyla,10000,0.172426392156863,504.0,Affine,504,0,5
43,DiagonalCMA,4000,0.747485931372549,505.0,Affine,505,0,2
44,DiagonalCMA,10000,0.824872078431373,505.0,Affine,505,0,5
43,DifferentialEvolution,4000,0.717432205882353,505.0,Affine,505,0,2
44,DifferentialEvolution,10000,0.46577562745098,505.0,Affine,505,0,5
43,modcma,4002,0.806542219086535,505.0,Affine,505,0,2
44,modcma,10000,0.921589352941176,505.0,Affine,505,0,5
43,modde,4000,0.768765343137255,505.0,Affine,505,0,2
44,modde,10000,0.621901588235294,505.0,Affine,505,0,5
43,RCobyla,4000,0.30684637254902,505.0,Affine,505,0,2
44,RCobyla,10000,0.433409509803922,505.0,Affine,505,0,5
43,DiagonalCMA,4000,0.301972990196078,506.0,Affine,506,0,2
44,DiagonalCMA,10000,0.203396549019608,506.0,Affine,506,0,5
43,DifferentialEvolution,4000,0.15301818627451,506.0,Affine,506,0,2
44,DifferentialEvolution,10000,0.123310784313725,506.0,Affine,506,0,5
43,modcma,4002,0.405817630400486,506.0,Affine,506,0,2
44,modcma,10000,0.269131941176471,506.0,Affine,506,0,5
43,modde,4000,0.152340833333333,506.0,Affine,506,0,2
44,modde,10000,0.12361531372549,506.0,Affine,506,0,5
43,RCobyla,4000,0.13253387254902,506.0,Affine,506,0,2
44,RCobyla,10000,0.0921114509803922,506.0,Affine,506,0,5
43,DiagonalCMA,4000,0.92997818627451,507.0,Affine,507,0,2
44,DiagonalCMA,10000,0.704682607843137,507.0,Affine,507,0,5
43,DifferentialEvolution,4000,0.573615980392157,507.0,Affine,507,0,2
44,DifferentialEvolution,10000,0.398295352941177,507.0,Affine,507,0,5
43,modcma,4002,0.940238508196882,507.0,Affine,507,0,2
44,modcma,10000,0.920956549019608,507.0,Affine,507,0,5
43,modde,4000,0.731888725490196,507.0,Affine,507,0,2
44,modde,10000,0.552284352941177,507.0,Affine,507,0,5
43,RCobyla,4000,0.437150882352941,507.0,Affine,507,0,2
44,RCobyla,10000,0.338178117647059,507.0,Affine,507,0,5
43,DiagonalCMA,4000,0.911243725490196,508.0,Affine,508,0,2
44,DiagonalCMA,10000,0.961330725490196,508.0,Affine,508,0,5
43,DifferentialEvolution,4000,0.850686176470588,508.0,Affine,508,0,2
44,DifferentialEvolution,10000,0.629414862745098,508.0,Affine,508,0,5
43,modcma,4002,0.978728723873357,508.0,Affine,508,0,2
44,modcma,10000,0.955108235294118,508.0,Affine,508,0,5
43,modde,4000,0.850163480392157,508.0,Affine,508,0,2
44,modde,10000,0.746858019607843,508.0,Affine,508,0,5
43,RCobyla,4000,0.839054950980392,508.0,Affine,508,0,2
44,RCobyla,10000,0.947693352941176,508.0,Affine,508,0,5
43,DiagonalCMA,4000,0.48246137254902,509.0,Affine,509,0,2
44,DiagonalCMA,10000,0.207844392156863,509.0,Affine,509,0,5
43,DifferentialEvolution,4000,0.654733578431372,509.0,Affine,509,0,2
44,DifferentialEvolution,10000,0.370090490196078,509.0,Affine,509,0,5
43,modcma,4002,0.763576251090141,509.0,Affine,509,0,2
44,modcma,10000,0.780723941176471,509.0,Affine,509,0,5
43,modde,4000,0.634824803921569,509.0,Affine,509,0,2
44,modde,10000,0.568407862745098,509.0,Affine,509,0,5
43,RCobyla,4000,0.201015833333333,509.0,Affine,509,0,2
44,RCobyla,10000,0.15190262745098,509.0,Affine,509,0,5
43,DiagonalCMA,4000,0.702111470588235,50.0,Affine,50,0,2
44,DiagonalCMA,10000,0.27665737254902,50.0,Affine,50,0,5
43,DifferentialEvolution,4000,0.688106764705882,50.0,Affine,50,0,2
44,DifferentialEvolution,10000,0.38327331372549,50.0,Affine,50,0,5
43,modcma,4002,0.835869516222281,50.0,Affine,50,0,2
44,modcma,10000,0.687371411764706,50.0,Affine,50,0,5
43,modde,4000,0.74627637254902,50.0,Affine,50,0,2
44,modde,10000,0.552532098039216,50.0,Affine,50,0,5
43,RCobyla,4000,0.319456519607843,50.0,Affine,50,0,2
44,RCobyla,10000,0.237760960784314,50.0,Affine,50,0,5
43,DiagonalCMA,4000,0.767049411764706,510.0,Affine,510,0,2
44,DiagonalCMA,10000,0.93872662745098,510.0,Affine,510,0,5
43,DifferentialEvolution,4000,0.803605,510.0,Affine,510,0,2
44,DifferentialEvolution,10000,0.486972294117647,510.0,Affine,510,0,5
43,modcma,4002,0.9550800090151,510.0,Affine,510,0,2
44,modcma,10000,0.932669215686274,510.0,Affine,510,0,5
43,modde,4000,0.827018137254902,510.0,Affine,510,0,2
44,modde,10000,0.696658941176471,510.0,Affine,510,0,5
43,RCobyla,4000,0.341208480392157,510.0,Affine,510,0,2
44,RCobyla,10000,0.189763137254902,510.0,Affine,510,0,5
43,DiagonalCMA,4000,0.743106911764706,511.0,Affine,511,0,2
44,DiagonalCMA,10000,0.860646705882353,511.0,Affine,511,0,5
43,DifferentialEvolution,4000,0.669466960784314,511.0,Affine,511,0,2
44,DifferentialEvolution,10000,0.523898019607843,511.0,Affine,511,0,5
43,modcma,4002,0.902507863715201,511.0,Affine,511,0,2
44,modcma,10000,0.922263019607843,511.0,Affine,511,0,5
43,modde,4000,0.721703137254902,511.0,Affine,511,0,2
44,modde,10000,0.593968784313726,511.0,Affine,511,0,5
43,RCobyla,4000,0.39426,511.0,Affine,511,0,2
44,RCobyla,10000,0.198452450980392,511.0,Affine,511,0,5
43,DiagonalCMA,4000,0.920159460784314,512.0,Affine,512,0,2
44,DiagonalCMA,10000,0.903211274509804,512.0,Affine,512,0,5
43,DifferentialEvolution,4000,0.776799509803922,512.0,Affine,512,0,2
44,DifferentialEvolution,10000,0.664366098039216,512.0,Affine,512,0,5
43,modcma,4002,0.901200772162938,512.0,Affine,512,0,2
44,modcma,10000,0.74818068627451,512.0,Affine,512,0,5
43,modde,4000,0.732076470588235,512.0,Affine,512,0,2
44,modde,10000,0.751930941176471,512.0,Affine,512,0,5
43,RCobyla,4000,0.709826568627451,512.0,Affine,512,0,2
44,RCobyla,10000,0.63992568627451,512.0,Affine,512,0,5
43,DiagonalCMA,4000,0.895205147058823,513.0,Affine,513,0,2
44,DiagonalCMA,10000,0.923237568627451,513.0,Affine,513,0,5
43,DifferentialEvolution,4000,0.776691519607843,513.0,Affine,513,0,2
44,DifferentialEvolution,10000,0.485936823529412,513.0,Affine,513,0,5
43,modcma,4002,0.941191267111542,513.0,Affine,513,0,2
44,modcma,10000,0.961507921568628,513.0,Affine,513,0,5
43,modde,4000,0.793251715686275,513.0,Affine,513,0,2
44,modde,10000,0.63632862745098,513.0,Affine,513,0,5
43,RCobyla,4000,0.476533382352941,513.0,Affine,513,0,2
44,RCobyla,10000,0.349192039215686,513.0,Affine,513,0,5
43,DiagonalCMA,4000,0.470417990196078,514.0,Affine,514,0,2
44,DiagonalCMA,10000,0.218222509803922,514.0,Affine,514,0,5
43,DifferentialEvolution,4000,0.382902058823529,514.0,Affine,514,0,2
44,DifferentialEvolution,10000,0.181077137254902,514.0,Affine,514,0,5
43,modcma,4002,0.644212011641238,514.0,Affine,514,0,2
44,modcma,10000,0.259092254901961,514.0,Affine,514,0,5
43,modde,4000,0.43441068627451,514.0,Affine,514,0,2
44,modde,10000,0.193856196078431,514.0,Affine,514,0,5
43,RCobyla,4000,0.240448235294118,514.0,Affine,514,0,2
44,RCobyla,10000,0.133411450980392,514.0,Affine,514,0,5
43,DiagonalCMA,4000,0.639981960784314,515.0,Affine,515,0,2
44,DiagonalCMA,10000,0.395046098039216,515.0,Affine,515,0,5
43,DifferentialEvolution,4000,0.561649705882353,515.0,Affine,515,0,2
44,DifferentialEvolution,10000,0.353990980392157,515.0,Affine,515,0,5
43,modcma,4002,0.483897903989182,515.0,Affine,515,0,2
44,modcma,10000,0.346207843137255,515.0,Affine,515,0,5
43,modde,4000,0.595015588235294,515.0,Affine,515,0,2
44,modde,10000,0.403506862745098,515.0,Affine,515,0,5
43,RCobyla,4000,0.565534117647059,515.0,Affine,515,0,2
44,RCobyla,10000,0.290693470588235,515.0,Affine,515,0,5
43,DiagonalCMA,4000,0.937198725490196,516.0,Affine,516,0,2
44,DiagonalCMA,10000,0.833478725490196,516.0,Affine,516,0,5
43,DifferentialEvolution,4000,0.71232887254902,516.0,Affine,516,0,2
44,DifferentialEvolution,10000,0.716620215686275,516.0,Affine,516,0,5
43,modcma,4002,0.700898570322682,516.0,Affine,516,0,2
44,modcma,10000,0.871126039215686,516.0,Affine,516,0,5
43,modde,4000,0.6754575,516.0,Affine,516,0,2
44,modde,10000,0.80619331372549,516.0,Affine,516,0,5
43,RCobyla,4000,0.745280931372549,516.0,Affine,516,0,2
44,RCobyla,10000,0.684978019607843,516.0,Affine,516,0,5
43,DiagonalCMA,4000,0.838617843137255,517.0,Affine,517,0,2
44,DiagonalCMA,10000,0.703618137254902,517.0,Affine,517,0,5
43,DifferentialEvolution,4000,0.556196911764706,517.0,Affine,517,0,2
44,DifferentialEvolution,10000,0.335401254901961,517.0,Affine,517,0,5
43,modcma,4002,0.900834190747763,517.0,Affine,517,0,2
44,modcma,10000,0.765651960784314,517.0,Affine,517,0,5
43,modde,4000,0.683105392156863,517.0,Affine,517,0,2
44,modde,10000,0.453009235294118,517.0,Affine,517,0,5
43,RCobyla,4000,0.218213725490196,517.0,Affine,517,0,2
44,RCobyla,10000,0.133355490196078,517.0,Affine,517,0,5
43,DiagonalCMA,4000,0.722551617647059,518.0,Affine,518,0,2
44,DiagonalCMA,10000,0.201053529411765,518.0,Affine,518,0,5
43,DifferentialEvolution,4000,0.618362009803922,518.0,Affine,518,0,2
44,DifferentialEvolution,10000,0.207531352941176,518.0,Affine,518,0,5
43,modcma,4002,0.852662639268601,518.0,Affine,518,0,2
44,modcma,10000,0.286593568627451,518.0,Affine,518,0,5
43,modde,4000,0.646951960784314,518.0,Affine,518,0,2
44,modde,10000,0.30132568627451,518.0,Affine,518,0,5
43,RCobyla,4000,0.194839460784314,518.0,Affine,518,0,2
44,RCobyla,10000,0.143588666666667,518.0,Affine,518,0,5
43,DiagonalCMA,4000,0.853509558823529,519.0,Affine,519,0,2
44,DiagonalCMA,10000,0.593009509803922,519.0,Affine,519,0,5
43,DifferentialEvolution,4000,0.948370735294118,519.0,Affine,519,0,2
44,DifferentialEvolution,10000,0.499515509803922,519.0,Affine,519,0,5
43,modcma,4002,0.815741394008878,519.0,Affine,519,0,2
44,modcma,10000,0.836766705882353,519.0,Affine,519,0,5
43,modde,4000,0.905489852941176,519.0,Affine,519,0,2
44,modde,10000,0.695073058823529,519.0,Affine,519,0,5
43,RCobyla,4000,0.496755147058823,519.0,Affine,519,0,2
44,RCobyla,10000,0.233136411764706,519.0,Affine,519,0,5
43,DiagonalCMA,4000,0.812542401960784,51.0,Affine,51,0,2
44,DiagonalCMA,10000,0.708485274509804,51.0,Affine,51,0,5
43,DifferentialEvolution,4000,0.850123137254902,51.0,Affine,51,0,2
44,DifferentialEvolution,10000,0.697037235294118,51.0,Affine,51,0,5
43,modcma,4002,0.755187014335969,51.0,Affine,51,0,2
44,modcma,10000,0.695963431372549,51.0,Affine,51,0,5
43,modde,4000,0.902380294117647,51.0,Affine,51,0,2
44,modde,10000,0.751473058823529,51.0,Affine,51,0,5
43,RCobyla,4000,0.74691318627451,51.0,Affine,51,0,2
44,RCobyla,10000,0.678583588235294,51.0,Affine,51,0,5
43,DiagonalCMA,4000,0.237795343137255,520.0,Affine,520,0,2
44,DiagonalCMA,10000,0.147877156862745,520.0,Affine,520,0,5
43,DifferentialEvolution,4000,0.358698382352941,520.0,Affine,520,0,2
44,DifferentialEvolution,10000,0.177898078431373,520.0,Affine,520,0,5
43,modcma,4002,0.600785146642365,520.0,Affine,520,0,2
44,modcma,10000,0.209374176470588,520.0,Affine,520,0,5
43,modde,4000,0.419069264705882,520.0,Affine,520,0,2
44,modde,10000,0.187257235294118,520.0,Affine,520,0,5
43,RCobyla,4000,0.189391666666667,520.0,Affine,520,0,2
44,RCobyla,10000,0.11745637254902,520.0,Affine,520,0,5
43,DiagonalCMA,4000,0.793917598039216,521.0,Affine,521,0,2
44,DiagonalCMA,10000,0.864469588235294,521.0,Affine,521,0,5
43,DifferentialEvolution,4000,0.638360931372549,521.0,Affine,521,0,2
44,DifferentialEvolution,10000,0.415751039215686,521.0,Affine,521,0,5
43,modcma,4002,0.928535487158382,521.0,Affine,521,0,2
44,modcma,10000,0.890162078431373,521.0,Affine,521,0,5
43,modde,4000,0.730146617647059,521.0,Affine,521,0,2
44,modde,10000,0.589652254901961,521.0,Affine,521,0,5
43,RCobyla,4000,0.495344705882353,521.0,Affine,521,0,2
44,RCobyla,10000,0.337333941176471,521.0,Affine,521,0,5
43,DiagonalCMA,4000,0.455739754901961,522.0,Affine,522,0,2
44,DiagonalCMA,10000,0.45074731372549,522.0,Affine,522,0,5
43,DifferentialEvolution,4000,0.650453431372549,522.0,Affine,522,0,2
44,DifferentialEvolution,10000,0.361344196078431,522.0,Affine,522,0,5
43,modcma,4002,0.610307395321947,522.0,Affine,522,0,2
44,modcma,10000,0.606765019607843,522.0,Affine,522,0,5
43,modde,4000,0.725371960784314,522.0,Affine,522,0,2
44,modde,10000,0.542523823529412,522.0,Affine,522,0,5
43,RCobyla,4000,0.376780098039216,522.0,Affine,522,0,2
44,RCobyla,10000,0.19220131372549,522.0,Affine,522,0,5
43,DiagonalCMA,4000,0.385082941176471,523.0,Affine,523,0,2
44,DiagonalCMA,10000,0.475319392156863,523.0,Affine,523,0,5
43,DifferentialEvolution,4000,0.594358333333333,523.0,Affine,523,0,2
44,DifferentialEvolution,10000,0.277231333333333,523.0,Affine,523,0,5
43,modcma,4002,0.684708479093786,523.0,Affine,523,0,2
44,modcma,10000,0.656310921568627,523.0,Affine,523,0,5
43,modde,4000,0.685115245098039,523.0,Affine,523,0,2
44,modde,10000,0.303294019607843,523.0,Affine,523,0,5
43,RCobyla,4000,0.257448823529412,523.0,Affine,523,0,2
44,RCobyla,10000,0.185903960784314,523.0,Affine,523,0,5
43,DiagonalCMA,4000,0.89926431372549,524.0,Affine,524,0,2
44,DiagonalCMA,10000,0.883027705882353,524.0,Affine,524,0,5
43,DifferentialEvolution,4000,0.49283068627451,524.0,Affine,524,0,2
44,DifferentialEvolution,10000,0.339766039215686,524.0,Affine,524,0,5
43,modcma,4002,0.910648450284662,524.0,Affine,524,0,2
44,modcma,10000,0.847624607843137,524.0,Affine,524,0,5
43,modde,4000,0.62814181372549,524.0,Affine,524,0,2
44,modde,10000,0.497308352941176,524.0,Affine,524,0,5
43,RCobyla,4000,0.361025539215686,524.0,Affine,524,0,2
44,RCobyla,10000,0.406556921568627,524.0,Affine,524,0,5
43,DiagonalCMA,4000,0.703944166666667,525.0,Affine,525,0,2
44,DiagonalCMA,10000,0.454413647058824,525.0,Affine,525,0,5
43,DifferentialEvolution,4000,0.422512058823529,525.0,Affine,525,0,2
44,DifferentialEvolution,10000,0.227987117647059,525.0,Affine,525,0,5
43,modcma,4002,0.882529127593066,525.0,Affine,525,0,2
44,modcma,10000,0.669648745098039,525.0,Affine,525,0,5
43,modde,4000,0.558200392156863,525.0,Affine,525,0,2
44,modde,10000,0.310261784313725,525.0,Affine,525,0,5
43,RCobyla,4000,0.223428921568627,525.0,Affine,525,0,2
44,RCobyla,10000,0.19079862745098,525.0,Affine,525,0,5
43,DiagonalCMA,4000,0.510334803921569,526.0,Affine,526,0,2
44,DiagonalCMA,10000,0.384815450980392,526.0,Affine,526,0,5
43,DifferentialEvolution,4000,0.566463137254902,526.0,Affine,526,0,2
44,DifferentialEvolution,10000,0.413793450980392,526.0,Affine,526,0,5
43,modcma,4002,0.444085947222467,526.0,Affine,526,0,2
44,modcma,10000,0.37333268627451,526.0,Affine,526,0,5
43,modde,4000,0.729944558823529,526.0,Affine,526,0,2
44,modde,10000,0.523330450980392,526.0,Affine,526,0,5
43,RCobyla,4000,0.387442990196078,526.0,Affine,526,0,2
44,RCobyla,10000,0.348747725490196,526.0,Affine,526,0,5
43,DiagonalCMA,4000,0.715615392156863,527.0,Affine,527,0,2
44,DiagonalCMA,10000,0.780003745098039,527.0,Affine,527,0,5
43,DifferentialEvolution,4000,0.683630588235294,527.0,Affine,527,0,2
44,DifferentialEvolution,10000,0.464163019607843,527.0,Affine,527,0,5
43,modcma,4002,0.634792211737269,527.0,Affine,527,0,2
44,modcma,10000,0.402017666666667,527.0,Affine,527,0,5
43,modde,4000,0.735084607843137,527.0,Affine,527,0,2
44,modde,10000,0.611613568627451,527.0,Affine,527,0,5
43,RCobyla,4000,0.391664950980392,527.0,Affine,527,0,2
44,RCobyla,10000,0.233944666666667,527.0,Affine,527,0,5
43,DiagonalCMA,4000,0.884915147058824,528.0,Affine,528,0,2
44,DiagonalCMA,10000,0.679529235294118,528.0,Affine,528,0,5
43,DifferentialEvolution,4000,0.728117941176471,528.0,Affine,528,0,2
44,DifferentialEvolution,10000,0.436840529411765,528.0,Affine,528,0,5
43,modcma,4002,0.957744657083223,528.0,Affine,528,0,2
44,modcma,10000,0.944967078431373,528.0,Affine,528,0,5
43,modde,4000,0.727287696078431,528.0,Affine,528,0,2
44,modde,10000,0.578725078431373,528.0,Affine,528,0,5
43,RCobyla,4000,0.558695343137255,528.0,Affine,528,0,2
44,RCobyla,10000,0.622704823529412,528.0,Affine,528,0,5
43,DiagonalCMA,4000,0.257739264705882,529.0,Affine,529,0,2
44,DiagonalCMA,10000,0.339683666666667,529.0,Affine,529,0,5
43,DifferentialEvolution,4000,0.573336960784314,529.0,Affine,529,0,2
44,DifferentialEvolution,10000,0.324748392156863,529.0,Affine,529,0,5
43,modcma,4002,0.762791643393989,529.0,Affine,529,0,2
44,modcma,10000,0.33220937254902,529.0,Affine,529,0,5
43,modde,4000,0.688916715686275,529.0,Affine,529,0,2
44,modde,10000,0.425349254901961,529.0,Affine,529,0,5
43,RCobyla,4000,0.258717745098039,529.0,Affine,529,0,2
44,RCobyla,10000,0.246122176470588,529.0,Affine,529,0,5
43,DiagonalCMA,4000,0.96149887254902,52.0,Affine,52,0,2
44,DiagonalCMA,10000,0.96214962745098,52.0,Affine,52,0,5
43,DifferentialEvolution,4000,0.743498088235294,52.0,Affine,52,0,2
44,DifferentialEvolution,10000,0.486897450980392,52.0,Affine,52,0,5
43,modcma,4002,0.966396605618759,52.0,Affine,52,0,2
44,modcma,10000,0.960154803921569,52.0,Affine,52,0,5
43,modde,4000,0.790315343137255,52.0,Affine,52,0,2
44,modde,10000,0.640191215686275,52.0,Affine,52,0,5
43,RCobyla,4000,0.847425833333333,52.0,Affine,52,0,2
44,RCobyla,10000,0.84142662745098,52.0,Affine,52,0,5
43,DiagonalCMA,4000,0.473982941176471,530.0,Affine,530,0,2
44,DiagonalCMA,10000,0.323774647058824,530.0,Affine,530,0,5
43,DifferentialEvolution,4000,0.623642549019608,530.0,Affine,530,0,2
44,DifferentialEvolution,10000,0.279982568627451,530.0,Affine,530,0,5
43,modcma,4002,0.93129459779914,530.0,Affine,530,0,2
44,modcma,10000,0.337834745098039,530.0,Affine,530,0,5
43,modde,4000,0.695522598039216,530.0,Affine,530,0,2
44,modde,10000,0.377160725490196,530.0,Affine,530,0,5
43,RCobyla,4000,0.181994215686275,530.0,Affine,530,0,2
44,RCobyla,10000,0.230763607843137,530.0,Affine,530,0,5
43,DiagonalCMA,4000,0.884751470588235,531.0,Affine,531,0,2
44,DiagonalCMA,10000,0.866923431372549,531.0,Affine,531,0,5
43,DifferentialEvolution,4000,0.557683676470588,531.0,Affine,531,0,2
44,DifferentialEvolution,10000,0.380631549019608,531.0,Affine,531,0,5
43,modcma,4002,0.816947408648617,531.0,Affine,531,0,2
44,modcma,10000,0.889746843137255,531.0,Affine,531,0,5
43,modde,4000,0.661755,531.0,Affine,531,0,2
44,modde,10000,0.494814862745098,531.0,Affine,531,0,5
43,RCobyla,4000,0.429113284313725,531.0,Affine,531,0,2
44,RCobyla,10000,0.258568588235294,531.0,Affine,531,0,5
43,DiagonalCMA,4000,0.934907794117647,532.0,Affine,532,0,2
44,DiagonalCMA,10000,0.636660509803922,532.0,Affine,532,0,5
43,DifferentialEvolution,4000,0.644203235294118,532.0,Affine,532,0,2
44,DifferentialEvolution,10000,0.433115882352941,532.0,Affine,532,0,5
43,modcma,4002,0.962954846106359,532.0,Affine,532,0,2
44,modcma,10000,0.714913941176471,532.0,Affine,532,0,5
43,modde,4000,0.736980539215686,532.0,Affine,532,0,2
44,modde,10000,0.54351637254902,532.0,Affine,532,0,5
43,RCobyla,4000,0.55562137254902,532.0,Affine,532,0,2
44,RCobyla,10000,0.434927647058824,532.0,Affine,532,0,5
43,DiagonalCMA,4000,0.843830539215686,533.0,Affine,533,0,2
44,DiagonalCMA,10000,0.497196,533.0,Affine,533,0,5
43,DifferentialEvolution,4000,0.642374264705882,533.0,Affine,533,0,2
44,DifferentialEvolution,10000,0.412995941176471,533.0,Affine,533,0,5
43,modcma,4002,0.574387463131179,533.0,Affine,533,0,2
44,modcma,10000,0.357198274509804,533.0,Affine,533,0,5
43,modde,4000,0.718599411764706,533.0,Affine,533,0,2
44,modde,10000,0.547489352941177,533.0,Affine,533,0,5
43,RCobyla,4000,0.434498431372549,533.0,Affine,533,0,2
44,RCobyla,10000,0.307304666666667,533.0,Affine,533,0,5
43,DiagonalCMA,4000,0.97454637254902,534.0,Affine,534,0,2
44,DiagonalCMA,10000,0.96707337254902,534.0,Affine,534,0,5
43,DifferentialEvolution,4000,0.798644901960784,534.0,Affine,534,0,2
44,DifferentialEvolution,10000,0.587228941176471,534.0,Affine,534,0,5
43,modcma,4002,0.947537358771595,534.0,Affine,534,0,2
44,modcma,10000,0.959494117647059,534.0,Affine,534,0,5
43,modde,4000,0.816325833333333,534.0,Affine,534,0,2
44,modde,10000,0.694209078431373,534.0,Affine,534,0,5
43,RCobyla,4000,0.725097156862745,534.0,Affine,534,0,2
44,RCobyla,10000,0.422245725490196,534.0,Affine,534,0,5
43,DiagonalCMA,4000,0.553585490196079,535.0,Affine,535,0,2
44,DiagonalCMA,10000,0.929824333333333,535.0,Affine,535,0,5
43,DifferentialEvolution,4000,0.871687352941176,535.0,Affine,535,0,2
44,DifferentialEvolution,10000,0.525094843137255,535.0,Affine,535,0,5
43,modcma,4002,0.891636338693398,535.0,Affine,535,0,2
44,modcma,10000,0.968000921568627,535.0,Affine,535,0,5
43,modde,4000,0.862687156862745,535.0,Affine,535,0,2
44,modde,10000,0.668441215686275,535.0,Affine,535,0,5
43,RCobyla,4000,0.226774264705882,535.0,Affine,535,0,2
44,RCobyla,10000,0.258582078431373,535.0,Affine,535,0,5
43,DiagonalCMA,4000,0.469831568627451,536.0,Affine,536,0,2
44,DiagonalCMA,10000,0.341876901960784,536.0,Affine,536,0,5
43,DifferentialEvolution,4000,0.582161470588235,536.0,Affine,536,0,2
44,DifferentialEvolution,10000,0.351981764705882,536.0,Affine,536,0,5
43,modcma,4002,0.918414126270198,536.0,Affine,536,0,2
44,modcma,10000,0.86906862745098,536.0,Affine,536,0,5
43,modde,4000,0.632116666666667,536.0,Affine,536,0,2
44,modde,10000,0.41100331372549,536.0,Affine,536,0,5
43,RCobyla,4000,0.317604509803922,536.0,Affine,536,0,2
44,RCobyla,10000,0.285750725490196,536.0,Affine,536,0,5
43,DiagonalCMA,4000,0.946003235294118,537.0,Affine,537,0,2
44,DiagonalCMA,10000,0.776100039215686,537.0,Affine,537,0,5
43,DifferentialEvolution,4000,0.652250196078431,537.0,Affine,537,0,2
44,DifferentialEvolution,10000,0.353034823529412,537.0,Affine,537,0,5
43,modcma,4002,0.923966987094688,537.0,Affine,537,0,2
44,modcma,10000,0.901128862745098,537.0,Affine,537,0,5
