,ID,x,auc,funcId,kind,fid,iid,dim
43,DiagonalCMA,4000,0.608759117647059,287.0,Affine,287,0,2
44,DiagonalCMA,10000,0.567002607843137,287.0,Affine,287,0,5
43,DifferentialEvolution,4000,0.622490882352941,287.0,Affine,287,0,2
44,DifferentialEvolution,10000,0.547028823529412,287.0,Affine,287,0,5
43,modcma,4002,0.592160978334362,287.0,Affine,287,0,2
44,modcma,10000,0.558915549019608,287.0,Affine,287,0,5
43,modde,4000,0.681478823529412,287.0,Affine,287,0,2
44,modde,10000,0.550459490196078,287.0,Affine,287,0,5
43,RCobyla,4000,0.488334411764706,287.0,Affine,287,0,2
44,RCobyla,10000,0.432345529411765,287.0,Affine,287,0,5
43,DiagonalCMA,4000,0.42061612745098,288.0,Affine,288,0,2
44,DiagonalCMA,10000,0.264215411764706,288.0,Affine,288,0,5
43,DifferentialEvolution,4000,0.429341029411765,288.0,Affine,288,0,2
44,DifferentialEvolution,10000,0.252116137254902,288.0,Affine,288,0,5
43,modcma,4002,0.72868492224476,288.0,Affine,288,0,2
44,modcma,10000,0.432363921568627,288.0,Affine,288,0,5
43,modde,4000,0.496194754901961,288.0,Affine,288,0,2
44,modde,10000,0.278764098039216,288.0,Affine,288,0,5
43,RCobyla,4000,0.197255735294118,288.0,Affine,288,0,2
44,RCobyla,10000,0.135020431372549,288.0,Affine,288,0,5
43,DiagonalCMA,4000,0.441038480392157,289.0,Affine,289,0,2
44,DiagonalCMA,10000,0.228163176470588,289.0,Affine,289,0,5
43,DifferentialEvolution,4000,0.386917549019608,289.0,Affine,289,0,2
44,DifferentialEvolution,10000,0.254483392156863,289.0,Affine,289,0,5
43,modcma,4002,0.435965889604218,289.0,Affine,289,0,2
44,modcma,10000,0.284369882352941,289.0,Affine,289,0,5
43,modde,4000,0.466443676470588,289.0,Affine,289,0,2
44,modde,10000,0.270343980392157,289.0,Affine,289,0,5
43,RCobyla,4000,0.247859117647059,289.0,Affine,289,0,2
44,RCobyla,10000,0.196108411764706,289.0,Affine,289,0,5
43,DiagonalCMA,4000,0.92015318627451,28.0,Affine,28,0,2
44,DiagonalCMA,10000,0.481260333333333,28.0,Affine,28,0,5
43,DifferentialEvolution,4000,0.789033529411765,28.0,Affine,28,0,2
44,DifferentialEvolution,10000,0.44657331372549,28.0,Affine,28,0,5
43,modcma,4002,0.863853073463268,28.0,Affine,28,0,2
44,modcma,10000,0.655531,28.0,Affine,28,0,5
43,modde,4000,0.827290931372549,28.0,Affine,28,0,2
44,modde,10000,0.621452705882353,28.0,Affine,28,0,5
43,RCobyla,4000,0.377745588235294,28.0,Affine,28,0,2
44,RCobyla,10000,0.258526823529412,28.0,Affine,28,0,5
43,DiagonalCMA,4000,0.215948529411765,290.0,Affine,290,0,2
44,DiagonalCMA,10000,0.175088058823529,290.0,Affine,290,0,5
43,DifferentialEvolution,4000,0.244196617647059,290.0,Affine,290,0,2
44,DifferentialEvolution,10000,0.163199980392157,290.0,Affine,290,0,5
43,modcma,4002,0.435606461475145,290.0,Affine,290,0,2
44,modcma,10000,0.206181882352941,290.0,Affine,290,0,5
43,modde,4000,0.319347303921569,290.0,Affine,290,0,2
44,modde,10000,0.168462941176471,290.0,Affine,290,0,5
43,RCobyla,4000,0.144348823529412,290.0,Affine,290,0,2
44,RCobyla,10000,0.124726058823529,290.0,Affine,290,0,5
43,DiagonalCMA,4000,0.363864901960784,291.0,Affine,291,0,2
44,DiagonalCMA,10000,0.278503137254902,291.0,Affine,291,0,5
43,DifferentialEvolution,4000,0.80265112745098,291.0,Affine,291,0,2
44,DifferentialEvolution,10000,0.320227509803922,291.0,Affine,291,0,5
43,modcma,4002,0.960952121978227,291.0,Affine,291,0,2
44,modcma,10000,0.829206,291.0,Affine,291,0,5
43,modde,4000,0.807922647058824,291.0,Affine,291,0,2
44,modde,10000,0.490853078431373,291.0,Affine,291,0,5
43,RCobyla,4000,0.196235343137255,291.0,Affine,291,0,2
44,RCobyla,10000,0.223424411764706,291.0,Affine,291,0,5
43,DiagonalCMA,4000,0.876969754901961,292.0,Affine,292,0,2
44,DiagonalCMA,10000,0.390137254901961,292.0,Affine,292,0,5
43,DifferentialEvolution,4000,0.645035343137255,292.0,Affine,292,0,2
44,DifferentialEvolution,10000,0.383064705882353,292.0,Affine,292,0,5
43,modcma,4002,0.692160488383259,292.0,Affine,292,0,2
44,modcma,10000,0.371846882352941,292.0,Affine,292,0,5
43,modde,4000,0.750398235294118,292.0,Affine,292,0,2
44,modde,10000,0.461406274509804,292.0,Affine,292,0,5
43,RCobyla,4000,0.477717009803922,292.0,Affine,292,0,2
44,RCobyla,10000,0.339864882352941,292.0,Affine,292,0,5
43,DiagonalCMA,4000,0.533085980392157,293.0,Affine,293,0,2
44,DiagonalCMA,10000,0.609588921568627,293.0,Affine,293,0,5
43,DifferentialEvolution,4000,0.806778235294118,293.0,Affine,293,0,2
44,DifferentialEvolution,10000,0.446677803921569,293.0,Affine,293,0,5
43,modcma,4002,0.836303955865205,293.0,Affine,293,0,2
44,modcma,10000,0.712951901960784,293.0,Affine,293,0,5
43,modde,4000,0.819892058823529,293.0,Affine,293,0,2
44,modde,10000,0.675461117647059,293.0,Affine,293,0,5
43,RCobyla,4000,0.219272647058824,293.0,Affine,293,0,2
44,RCobyla,10000,0.158447568627451,293.0,Affine,293,0,5
43,DiagonalCMA,4000,0.778153039215686,294.0,Affine,294,0,2
44,DiagonalCMA,10000,0.732497411764706,294.0,Affine,294,0,5
43,DifferentialEvolution,4000,0.828400833333333,294.0,Affine,294,0,2
44,DifferentialEvolution,10000,0.757262,294.0,Affine,294,0,5
43,modcma,4002,0.768244211227719,294.0,Affine,294,0,2
44,modcma,10000,0.73336237254902,294.0,Affine,294,0,5
43,modde,4000,0.900213382352941,294.0,Affine,294,0,2
44,modde,10000,0.770277764705882,294.0,Affine,294,0,5
43,RCobyla,4000,0.690344705882353,294.0,Affine,294,0,2
44,RCobyla,10000,0.309283215686275,294.0,Affine,294,0,5
43,DiagonalCMA,4000,0.588097941176471,295.0,Affine,295,0,2
44,DiagonalCMA,10000,0.24127531372549,295.0,Affine,295,0,5
43,DifferentialEvolution,4000,0.310141470588235,295.0,Affine,295,0,2
44,DifferentialEvolution,10000,0.218985588235294,295.0,Affine,295,0,5
43,modcma,4002,0.711827811584404,295.0,Affine,295,0,2
44,modcma,10000,0.42661631372549,295.0,Affine,295,0,5
43,modde,4000,0.368155147058824,295.0,Affine,295,0,2
44,modde,10000,0.236557725490196,295.0,Affine,295,0,5
43,RCobyla,4000,0.193280980392157,295.0,Affine,295,0,2
44,RCobyla,10000,0.14038637254902,295.0,Affine,295,0,5
43,DiagonalCMA,4000,0.858109705882353,296.0,Affine,296,0,2
44,DiagonalCMA,10000,0.905025843137255,296.0,Affine,296,0,5
43,DifferentialEvolution,4000,0.700215980392157,296.0,Affine,296,0,2
44,DifferentialEvolution,10000,0.507209901960784,296.0,Affine,296,0,5
43,modcma,4002,0.787323446120077,296.0,Affine,296,0,2
44,modcma,10000,0.773108745098039,296.0,Affine,296,0,5
43,modde,4000,0.785811911764706,296.0,Affine,296,0,2
44,modde,10000,0.618407470588235,296.0,Affine,296,0,5
43,RCobyla,4000,0.401785392156863,296.0,Affine,296,0,2
44,RCobyla,10000,0.369013235294118,296.0,Affine,296,0,5
43,DiagonalCMA,4000,0.817025098039216,297.0,Affine,297,0,2
44,DiagonalCMA,10000,0.926083078431372,297.0,Affine,297,0,5
43,DifferentialEvolution,4000,0.595961911764706,297.0,Affine,297,0,2
44,DifferentialEvolution,10000,0.392969705882353,297.0,Affine,297,0,5
43,modcma,4002,0.782878315744089,297.0,Affine,297,0,2
44,modcma,10000,0.868741254901961,297.0,Affine,297,0,5
43,modde,4000,0.666699215686274,297.0,Affine,297,0,2
44,modde,10000,0.516693960784314,297.0,Affine,297,0,5
43,RCobyla,4000,0.319662941176471,297.0,Affine,297,0,2
44,RCobyla,10000,0.235319960784314,297.0,Affine,297,0,5
43,DiagonalCMA,4000,0.957066421568627,298.0,Affine,298,0,2
44,DiagonalCMA,10000,0.963489784313725,298.0,Affine,298,0,5
43,DifferentialEvolution,4000,0.800021225490196,298.0,Affine,298,0,2
44,DifferentialEvolution,10000,0.551037725490196,298.0,Affine,298,0,5
43,modcma,4002,0.969859873984576,298.0,Affine,298,0,2
44,modcma,10000,0.965799725490196,298.0,Affine,298,0,5
43,modde,4000,0.806980049019608,298.0,Affine,298,0,2
44,modde,10000,0.717172509803922,298.0,Affine,298,0,5
43,RCobyla,4000,0.827209901960784,298.0,Affine,298,0,2
44,RCobyla,10000,0.352090470588235,298.0,Affine,298,0,5
43,DiagonalCMA,4000,0.878084068627451,299.0,Affine,299,0,2
44,DiagonalCMA,10000,0.842614039215686,299.0,Affine,299,0,5
43,DifferentialEvolution,4000,0.53846431372549,299.0,Affine,299,0,2
44,DifferentialEvolution,10000,0.344305823529412,299.0,Affine,299,0,5
43,modcma,4002,0.948329217744069,299.0,Affine,299,0,2
44,modcma,10000,0.943945333333333,299.0,Affine,299,0,5
43,modde,4000,0.652524558823529,299.0,Affine,299,0,2
44,modde,10000,0.490972450980392,299.0,Affine,299,0,5
43,RCobyla,4000,0.373045049019608,299.0,Affine,299,0,2
44,RCobyla,10000,0.169919117647059,299.0,Affine,299,0,5
43,DiagonalCMA,4000,0.536965,29.0,Affine,29,0,2
44,DiagonalCMA,10000,0.569780176470588,29.0,Affine,29,0,5
43,DifferentialEvolution,4000,0.707967696078431,29.0,Affine,29,0,2
44,DifferentialEvolution,10000,0.450270980392157,29.0,Affine,29,0,5
43,modcma,4002,0.870513370765598,29.0,Affine,29,0,2
44,modcma,10000,0.947770392156863,29.0,Affine,29,0,5
43,modde,4000,0.773006764705882,29.0,Affine,29,0,2
44,modde,10000,0.584247725490196,29.0,Affine,29,0,5
43,RCobyla,4000,0.366295196078431,29.0,Affine,29,0,2
44,RCobyla,10000,0.343943529411765,29.0,Affine,29,0,5
43,DiagonalCMA,4000,0.849824656862745,2.0,Affine,2,0,2
44,DiagonalCMA,10000,0.913036960784314,2.0,Affine,2,0,5
43,DifferentialEvolution,4000,0.781900294117647,2.0,Affine,2,0,2
44,DifferentialEvolution,10000,0.52969862745098,2.0,Affine,2,0,5
43,modcma,4002,0.718631762550098,2.0,Affine,2,0,2
44,modcma,10000,0.941347921568627,2.0,Affine,2,0,5
43,modde,4000,0.847555588235294,2.0,Affine,2,0,2
44,modde,10000,0.689902862745098,2.0,Affine,2,0,5
43,RCobyla,4000,0.459569411764706,2.0,Affine,2,0,2
44,RCobyla,10000,0.423978607843137,2.0,Affine,2,0,5
43,DiagonalCMA,4000,0.949538970588235,300.0,Affine,300,0,2
44,DiagonalCMA,10000,0.854929294117647,300.0,Affine,300,0,5
43,DifferentialEvolution,4000,0.830527450980392,300.0,Affine,300,0,2
44,DifferentialEvolution,10000,0.638019784313726,300.0,Affine,300,0,5
43,modcma,4002,0.833799178841952,300.0,Affine,300,0,2
44,modcma,10000,0.715530392156863,300.0,Affine,300,0,5
43,modde,4000,0.863968970588235,300.0,Affine,300,0,2
44,modde,10000,0.69974062745098,300.0,Affine,300,0,5
43,RCobyla,4000,0.512973382352941,300.0,Affine,300,0,2
44,RCobyla,10000,0.323201411764706,300.0,Affine,300,0,5
43,DiagonalCMA,4000,0.913992107843137,301.0,Affine,301,0,2
44,DiagonalCMA,10000,0.932499705882353,301.0,Affine,301,0,5
43,DifferentialEvolution,4000,0.806769852941177,301.0,Affine,301,0,2
44,DifferentialEvolution,10000,0.601335431372549,301.0,Affine,301,0,5
43,modcma,4002,0.828552047505659,301.0,Affine,301,0,2
44,modcma,10000,0.592355843137255,301.0,Affine,301,0,5
43,modde,4000,0.699708284313725,301.0,Affine,301,0,2
44,modde,10000,0.704334215686275,301.0,Affine,301,0,5
43,RCobyla,4000,0.575219754901961,301.0,Affine,301,0,2
44,RCobyla,10000,0.260198921568627,301.0,Affine,301,0,5
43,DiagonalCMA,4000,0.585609754901961,302.0,Affine,302,0,2
44,DiagonalCMA,10000,0.335170431372549,302.0,Affine,302,0,5
43,DifferentialEvolution,4000,0.446436323529412,302.0,Affine,302,0,2
44,DifferentialEvolution,10000,0.290369607843137,302.0,Affine,302,0,5
43,modcma,4002,0.509124212403602,302.0,Affine,302,0,2
44,modcma,10000,0.355000039215686,302.0,Affine,302,0,5
43,modde,4000,0.599644068627451,302.0,Affine,302,0,2
44,modde,10000,0.310026215686275,302.0,Affine,302,0,5
43,RCobyla,4000,0.270042696078431,302.0,Affine,302,0,2
44,RCobyla,10000,0.215396588235294,302.0,Affine,302,0,5
43,DiagonalCMA,4000,0.584592892156863,303.0,Affine,303,0,2
44,DiagonalCMA,10000,0.730849843137255,303.0,Affine,303,0,5
43,DifferentialEvolution,4000,0.43571431372549,303.0,Affine,303,0,2
44,DifferentialEvolution,10000,0.271449078431373,303.0,Affine,303,0,5
43,modcma,4002,0.587711928349551,303.0,Affine,303,0,2
44,modcma,10000,0.646594039215686,303.0,Affine,303,0,5
43,modde,4000,0.528755637254902,303.0,Affine,303,0,2
44,modde,10000,0.330384803921569,303.0,Affine,303,0,5
43,RCobyla,4000,0.203136568627451,303.0,Affine,303,0,2
44,RCobyla,10000,0.136608156862745,303.0,Affine,303,0,5
43,DiagonalCMA,4000,0.831588774509804,304.0,Affine,304,0,2
44,DiagonalCMA,10000,0.63407837254902,304.0,Affine,304,0,5
43,DifferentialEvolution,4000,0.594724264705882,304.0,Affine,304,0,2
44,DifferentialEvolution,10000,0.366997882352941,304.0,Affine,304,0,5
43,modcma,4002,0.756332520014503,304.0,Affine,304,0,2
44,modcma,10000,0.538598960784314,304.0,Affine,304,0,5
43,modde,4000,0.718506176470588,304.0,Affine,304,0,2
44,modde,10000,0.537288254901961,304.0,Affine,304,0,5
43,RCobyla,4000,0.513327401960784,304.0,Affine,304,0,2
44,RCobyla,10000,0.29175862745098,304.0,Affine,304,0,5
43,DiagonalCMA,4000,0.283142647058824,305.0,Affine,305,0,2
44,DiagonalCMA,10000,0.853187705882353,305.0,Affine,305,0,5
43,DifferentialEvolution,4000,0.765363333333333,305.0,Affine,305,0,2
44,DifferentialEvolution,10000,0.524463058823529,305.0,Affine,305,0,5
43,modcma,4002,0.837006790722286,305.0,Affine,305,0,2
44,modcma,10000,0.850223294117647,305.0,Affine,305,0,5
43,modde,4000,0.821801568627451,305.0,Affine,305,0,2
44,modde,10000,0.655704098039216,305.0,Affine,305,0,5
43,RCobyla,4000,0.221047843137255,305.0,Affine,305,0,2
44,RCobyla,10000,0.781098784313725,305.0,Affine,305,0,5
43,DiagonalCMA,4000,0.934392990196078,306.0,Affine,306,0,2
44,DiagonalCMA,10000,0.528652215686275,306.0,Affine,306,0,5
43,DifferentialEvolution,4000,0.53938887254902,306.0,Affine,306,0,2
44,DifferentialEvolution,10000,0.345303274509804,306.0,Affine,306,0,5
43,modcma,4002,0.935625618563267,306.0,Affine,306,0,2
44,modcma,10000,0.875132352941176,306.0,Affine,306,0,5
43,modde,4000,0.687077941176471,306.0,Affine,306,0,2
44,modde,10000,0.453275411764706,306.0,Affine,306,0,5
43,RCobyla,4000,0.328228970588235,306.0,Affine,306,0,2
44,RCobyla,10000,0.230355,306.0,Affine,306,0,5
43,DiagonalCMA,4000,0.854432794117647,307.0,Affine,307,0,2
44,DiagonalCMA,10000,0.565605431372549,307.0,Affine,307,0,5
43,DifferentialEvolution,4000,0.656306568627451,307.0,Affine,307,0,2
44,DifferentialEvolution,10000,0.411925882352941,307.0,Affine,307,0,5
43,modcma,4002,0.786355645706558,307.0,Affine,307,0,2
44,modcma,10000,0.394701254901961,307.0,Affine,307,0,5
43,modde,4000,0.760779215686274,307.0,Affine,307,0,2
44,modde,10000,0.557751666666667,307.0,Affine,307,0,5
43,RCobyla,4000,0.441729117647059,307.0,Affine,307,0,2
44,RCobyla,10000,0.345902784313726,307.0,Affine,307,0,5
43,DiagonalCMA,4000,0.163069558823529,308.0,Affine,308,0,2
44,DiagonalCMA,10000,0.199062117647059,308.0,Affine,308,0,5
43,DifferentialEvolution,4000,0.407522058823529,308.0,Affine,308,0,2
44,DifferentialEvolution,10000,0.242205254901961,308.0,Affine,308,0,5
43,modcma,4002,0.43712310511411,308.0,Affine,308,0,2
44,modcma,10000,0.342035137254902,308.0,Affine,308,0,5
43,modde,4000,0.459249019607843,308.0,Affine,308,0,2
44,modde,10000,0.249420823529412,308.0,Affine,308,0,5
43,RCobyla,4000,0.167730049019608,308.0,Affine,308,0,2
44,RCobyla,10000,0.13453637254902,308.0,Affine,308,0,5
43,DiagonalCMA,4000,0.538830441176471,309.0,Affine,309,0,2
44,DiagonalCMA,10000,0.445326784313726,309.0,Affine,309,0,5
43,DifferentialEvolution,4000,0.595284362745098,309.0,Affine,309,0,2
44,DifferentialEvolution,10000,0.453075882352941,309.0,Affine,309,0,5
43,modcma,4002,0.458032307375724,309.0,Affine,309,0,2
44,modcma,10000,0.419524078431373,309.0,Affine,309,0,5
43,modde,4000,0.711909852941176,309.0,Affine,309,0,2
44,modde,10000,0.528535764705882,309.0,Affine,309,0,5
43,RCobyla,4000,0.507878284313726,309.0,Affine,309,0,2
44,RCobyla,10000,0.421871254901961,309.0,Affine,309,0,5
43,DiagonalCMA,4000,0.504692990196078,30.0,Affine,30,0,2
44,DiagonalCMA,10000,0.70864305882353,30.0,Affine,30,0,5
43,DifferentialEvolution,4000,0.804324852941177,30.0,Affine,30,0,2
44,DifferentialEvolution,10000,0.500943431372549,30.0,Affine,30,0,5
43,modcma,4002,0.967788017755828,30.0,Affine,30,0,2
44,modcma,10000,0.963832901960784,30.0,Affine,30,0,5
43,modde,4000,0.811906176470588,30.0,Affine,30,0,2
44,modde,10000,0.652368509803922,30.0,Affine,30,0,5
43,RCobyla,4000,0.670104215686275,30.0,Affine,30,0,2
44,RCobyla,10000,0.164222215686275,30.0,Affine,30,0,5
43,DiagonalCMA,4000,0.326621519607843,310.0,Affine,310,0,2
44,DiagonalCMA,10000,0.159133274509804,310.0,Affine,310,0,5
43,DifferentialEvolution,4000,0.22845931372549,310.0,Affine,310,0,2
44,DifferentialEvolution,10000,0.13219331372549,310.0,Affine,310,0,5
43,modcma,4002,0.375553742736475,310.0,Affine,310,0,2
44,modcma,10000,0.219024843137255,310.0,Affine,310,0,5
43,modde,4000,0.252813676470588,310.0,Affine,310,0,2
44,modde,10000,0.134753333333333,310.0,Affine,310,0,5
43,RCobyla,4000,0.167619754901961,310.0,Affine,310,0,2
44,RCobyla,10000,0.111884117647059,310.0,Affine,310,0,5
43,DiagonalCMA,4000,0.604367156862745,311.0,Affine,311,0,2
44,DiagonalCMA,10000,0.401338960784314,311.0,Affine,311,0,5
43,DifferentialEvolution,4000,0.406604754901961,311.0,Affine,311,0,2
44,DifferentialEvolution,10000,0.269362607843137,311.0,Affine,311,0,5
43,modcma,4002,0.670953297860874,311.0,Affine,311,0,2
44,modcma,10000,0.424544470588235,311.0,Affine,311,0,5
43,modde,4000,0.497484068627451,311.0,Affine,311,0,2
44,modde,10000,0.274931019607843,311.0,Affine,311,0,5
43,RCobyla,4000,0.243865735294118,311.0,Affine,311,0,2
44,RCobyla,10000,0.218169039215686,311.0,Affine,311,0,5
43,DiagonalCMA,4000,0.524837058823529,312.0,Affine,312,0,2
44,DiagonalCMA,10000,0.525147941176471,312.0,Affine,312,0,5
43,DifferentialEvolution,4000,0.5934925,312.0,Affine,312,0,2
44,DifferentialEvolution,10000,0.333913352941176,312.0,Affine,312,0,5
43,modcma,4002,0.784290011856817,312.0,Affine,312,0,2
44,modcma,10000,0.785803196078431,312.0,Affine,312,0,5
43,modde,4000,0.651764754901961,312.0,Affine,312,0,2
44,modde,10000,0.482418176470588,312.0,Affine,312,0,5
43,RCobyla,4000,0.233429558823529,312.0,Affine,312,0,2
44,RCobyla,10000,0.175747411764706,312.0,Affine,312,0,5
43,DiagonalCMA,4000,0.155538921568627,313.0,Affine,313,0,2
44,DiagonalCMA,10000,0.168379843137255,313.0,Affine,313,0,5
43,DifferentialEvolution,4000,0.187517156862745,313.0,Affine,313,0,2
44,DifferentialEvolution,10000,0.139810450980392,313.0,Affine,313,0,5
43,modcma,4002,0.471616103712849,313.0,Affine,313,0,2
44,modcma,10000,0.196270588235294,313.0,Affine,313,0,5
43,modde,4000,0.21837931372549,313.0,Affine,313,0,2
44,modde,10000,0.145882921568627,313.0,Affine,313,0,5
43,RCobyla,4000,0.09158,313.0,Affine,313,0,2
44,RCobyla,10000,0.034393137254902,313.0,Affine,313,0,5
43,DiagonalCMA,4000,0.553077549019608,314.0,Affine,314,0,2
44,DiagonalCMA,10000,0.429732745098039,314.0,Affine,314,0,5
43,DifferentialEvolution,4000,0.621328823529412,314.0,Affine,314,0,2
44,DifferentialEvolution,10000,0.361624392156863,314.0,Affine,314,0,5
43,modcma,4002,0.66589651252805,314.0,Affine,314,0,2
44,modcma,10000,0.462948196078431,314.0,Affine,314,0,5
43,modde,4000,0.720595588235294,314.0,Affine,314,0,2
44,modde,10000,0.385393156862745,314.0,Affine,314,0,5
43,RCobyla,4000,0.414844558823529,314.0,Affine,314,0,2
44,RCobyla,10000,0.37228037254902,314.0,Affine,314,0,5
43,DiagonalCMA,4000,0.791252745098039,315.0,Affine,315,0,2
44,DiagonalCMA,10000,0.325783392156863,315.0,Affine,315,0,5
43,DifferentialEvolution,4000,0.829892303921569,315.0,Affine,315,0,2
44,DifferentialEvolution,10000,0.311573235294118,315.0,Affine,315,0,5
43,modcma,4002,0.885900726107534,315.0,Affine,315,0,2
44,modcma,10000,0.352964490196078,315.0,Affine,315,0,5
43,modde,4000,0.827463823529412,315.0,Affine,315,0,2
44,modde,10000,0.46755031372549,315.0,Affine,315,0,5
43,RCobyla,4000,0.272525392156863,315.0,Affine,315,0,2
44,RCobyla,10000,0.212083333333333,315.0,Affine,315,0,5
43,DiagonalCMA,4000,0.714922058823529,316.0,Affine,316,0,2
44,DiagonalCMA,10000,0.542860745098039,316.0,Affine,316,0,5
43,DifferentialEvolution,4000,0.61724637254902,316.0,Affine,316,0,2
44,DifferentialEvolution,10000,0.382841392156863,316.0,Affine,316,0,5
43,modcma,4002,0.883597906928889,316.0,Affine,316,0,2
44,modcma,10000,0.682685352941176,316.0,Affine,316,0,5
43,modde,4000,0.708337990196078,316.0,Affine,316,0,2
44,modde,10000,0.564226137254902,316.0,Affine,316,0,5
43,RCobyla,4000,0.359062696078431,316.0,Affine,316,0,2
44,RCobyla,10000,0.28450268627451,316.0,Affine,316,0,5
43,DiagonalCMA,4000,0.528355,317.0,Affine,317,0,2
44,DiagonalCMA,10000,0.829443901960784,317.0,Affine,317,0,5
43,DifferentialEvolution,4000,0.648732401960784,317.0,Affine,317,0,2
44,DifferentialEvolution,10000,0.422588490196078,317.0,Affine,317,0,5
43,modcma,4002,0.514980744921657,317.0,Affine,317,0,2
44,modcma,10000,0.649867862745098,317.0,Affine,317,0,5
43,modde,4000,0.702070049019608,317.0,Affine,317,0,2
44,modde,10000,0.591087882352941,317.0,Affine,317,0,5
43,RCobyla,4000,0.395586029411765,317.0,Affine,317,0,2
44,RCobyla,10000,0.237095117647059,317.0,Affine,317,0,5
43,DiagonalCMA,4000,0.900126421568627,318.0,Affine,318,0,2
44,DiagonalCMA,10000,0.936716411764706,318.0,Affine,318,0,5
43,DifferentialEvolution,4000,0.758473333333333,318.0,Affine,318,0,2
44,DifferentialEvolution,10000,0.521421156862745,318.0,Affine,318,0,5
43,modcma,4002,0.77380055070504,318.0,Affine,318,0,2
44,modcma,10000,0.895212333333333,318.0,Affine,318,0,5
43,modde,4000,0.78514637254902,318.0,Affine,318,0,2
44,modde,10000,0.632642529411765,318.0,Affine,318,0,5
43,RCobyla,4000,0.405225147058824,318.0,Affine,318,0,2
44,RCobyla,10000,0.349745784313725,318.0,Affine,318,0,5
43,DiagonalCMA,4000,0.383435735294118,319.0,Affine,319,0,2
44,DiagonalCMA,10000,0.403384392156863,319.0,Affine,319,0,5
43,DifferentialEvolution,4000,0.710738333333333,319.0,Affine,319,0,2
44,DifferentialEvolution,10000,0.399588705882353,319.0,Affine,319,0,5
43,modcma,4002,0.678596731046242,319.0,Affine,319,0,2
44,modcma,10000,0.411123333333333,319.0,Affine,319,0,5
43,modde,4000,0.798538725490196,319.0,Affine,319,0,2
44,modde,10000,0.568756509803922,319.0,Affine,319,0,5
43,RCobyla,4000,0.208285294117647,319.0,Affine,319,0,2
44,RCobyla,10000,0.155894450980392,319.0,Affine,319,0,5
43,DiagonalCMA,4000,0.559308431372549,31.0,Affine,31,0,2
44,DiagonalCMA,10000,0.882505607843137,31.0,Affine,31,0,5
43,DifferentialEvolution,4000,0.738789509803922,31.0,Affine,31,0,2
44,DifferentialEvolution,10000,0.558906274509804,31.0,Affine,31,0,5
43,modcma,4002,0.8359867615212,31.0,Affine,31,0,2
44,modcma,10000,0.783146980392157,31.0,Affine,31,0,5
43,modde,4000,0.804829460784314,31.0,Affine,31,0,2
44,modde,10000,0.686522901960784,31.0,Affine,31,0,5
43,RCobyla,4000,0.269803333333333,31.0,Affine,31,0,2
44,RCobyla,10000,0.248038294117647,31.0,Affine,31,0,5
43,DiagonalCMA,4000,0.923060098039216,320.0,Affine,320,0,2
44,DiagonalCMA,10000,0.912166509803922,320.0,Affine,320,0,5
43,DifferentialEvolution,4000,0.810636078431373,320.0,Affine,320,0,2
44,DifferentialEvolution,10000,0.577212176470588,320.0,Affine,320,0,5
43,modcma,4002,0.97392818296734,320.0,Affine,320,0,2
44,modcma,10000,0.955828588235294,320.0,Affine,320,0,5
43,modde,4000,0.842094705882353,320.0,Affine,320,0,2
44,modde,10000,0.714626470588235,320.0,Affine,320,0,5
43,RCobyla,4000,0.358252254901961,320.0,Affine,320,0,2
44,RCobyla,10000,0.660202137254902,320.0,Affine,320,0,5
43,DiagonalCMA,4000,0.5685275,321.0,Affine,321,0,2
44,DiagonalCMA,10000,0.156955509803922,321.0,Affine,321,0,5
43,DifferentialEvolution,4000,0.628082058823529,321.0,Affine,321,0,2
44,DifferentialEvolution,10000,0.418663705882353,321.0,Affine,321,0,5
43,modcma,4002,0.882973611233599,321.0,Affine,321,0,2
44,modcma,10000,0.922667549019608,321.0,Affine,321,0,5
43,modde,4000,0.742101274509804,321.0,Affine,321,0,2
44,modde,10000,0.571882705882353,321.0,Affine,321,0,5
43,RCobyla,4000,0.203978970588235,321.0,Affine,321,0,2
44,RCobyla,10000,0.128792019607843,321.0,Affine,321,0,5
43,DiagonalCMA,4000,0.956761421568627,322.0,Affine,322,0,2
44,DiagonalCMA,10000,0.957904666666667,322.0,Affine,322,0,5
43,DifferentialEvolution,4000,0.798417696078431,322.0,Affine,322,0,2
44,DifferentialEvolution,10000,0.502343823529412,322.0,Affine,322,0,5
43,modcma,4002,0.972175774857669,322.0,Affine,322,0,2
44,modcma,10000,0.965500921568627,322.0,Affine,322,0,5
43,modde,4000,0.817766029411765,322.0,Affine,322,0,2
44,modde,10000,0.672420196078431,322.0,Affine,322,0,5
43,RCobyla,4000,0.564383431372549,322.0,Affine,322,0,2
44,RCobyla,10000,0.804544509803921,322.0,Affine,322,0,5
43,DiagonalCMA,4000,0.948972401960784,323.0,Affine,323,0,2
44,DiagonalCMA,10000,0.483427901960784,323.0,Affine,323,0,5
43,DifferentialEvolution,4000,0.874107156862745,323.0,Affine,323,0,2
44,DifferentialEvolution,10000,0.373420176470588,323.0,Affine,323,0,5
43,modcma,4002,0.96420559328179,323.0,Affine,323,0,2
44,modcma,10000,0.905911176470588,323.0,Affine,323,0,5
43,modde,4000,0.889326029411765,323.0,Affine,323,0,2
44,modde,10000,0.595739901960784,323.0,Affine,323,0,5
43,RCobyla,4000,0.518999264705882,323.0,Affine,323,0,2
